"feature","featureImportance","class","IsIndSp","prevalence","comparison","source","data","seed","prev_rate"
"Chaetodon auriga",0.25,"OFFSHORE",1,8.333,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Chaetodon ephippium",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Chaetodon kleinii",0.25,"OFFSHORE",1,8.333,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Chaetodon melannotus",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Chaetodon mertensii",0.188,"OFFSHORE",1,6.25,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Chaetodon plebeius",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Cheilinus chlorourus",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Cheilio inermis",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Cheilodipterus quinquelineatus",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Choerodon graphicus",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Chromis fumea",0.125,"OFFSHORE",0,4.167,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Chromis viridis",0.188,"OFFSHORE",1,6.25,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Chrysiptera biocellata",0.125,"OFFSHORE",0,4.167,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Coris batuensis",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Coris caudimacula",0.062,"INSHORE",0,4.167,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Coris dorsomacula",0.222,"OFFSHORE",1,10.417,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Ctenochaetus striatus",0.125,"OFFSHORE",0,4.167,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Dascyllus aruanus",0.312,"OFFSHORE",1,10.417,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Dasyatis kuhlii",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Decapterus macarellus",0.188,"INSHORE",0,12.5,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Diagramma pictum",0.062,"INSHORE",0,4.167,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Echeneis naucrates",0.102,"OFFSHORE",0,16.667,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Elops hawaiensis",0.031,"INSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Epinephelus areolatus",0.062,"INSHORE",0,4.167,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Epinephelus howlandi",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Epinephelus maculatus",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Epinephelus malabaricus",0.031,"INSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Epinephelus merra",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Galeocerdo cuvier",0.031,"INSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Gnathanodon speciosus",0.031,"INSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Gymnocranius grandoculis",0.25,"OFFSHORE",1,8.333,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Halichoeres chrysus",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Halichoeres trimaculatus",0.802,"OFFSHORE",1,29.167,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Hemigymnus melapterus",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Heniochus acuminatus",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Himantura fai",0.031,"INSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Labroides dimidiatus",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Lagocephalus sceleratus",0.211,"INSHORE",0,22.917,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Leiognathus fasciatus",0.031,"INSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Lethrinus atkinsoni",0.125,"OFFSHORE",0,4.167,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Lethrinus genivittatus",0.505,"INSHORE",1,58.333,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Lethrinus obsoletus",0.375,"INSHORE",1,25,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Lethrinus olivaceus",0.031,"INSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Lethrinus rubrioperculatus",0.804,"OFFSHORE",1,29.167,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Lethrinus variegatus",0.75,"OFFSHORE",1,25,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Lutjanus gibbus",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Lutjanus lutjanus",0.031,"INSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Lutjanus vitta",0.061,"INSHORE",0,8.333,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Macropharyngodon negrosensis",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Mulloidichthys flavolineatus",0.438,"OFFSHORE",1,14.583,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Naso annulatus",0.125,"OFFSHORE",0,4.167,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Naso brevirostris",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Nemipterus peronii",0.875,"INSHORE",1,58.333,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Oplopomus oplopomus",0.062,"INSHORE",0,4.167,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Oxycheilinus bimaculatus",0.675,"OFFSHORE",1,25,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Oxycheilinus nigromarginatus",0.25,"OFFSHORE",1,8.333,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Oxycheilinus unifasciatus",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Parapercis australis",0.625,"OFFSHORE",1,20.833,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Parapercis clathrata",0.062,"INSHORE",0,4.167,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Parapercis hexophtalma",0.125,"OFFSHORE",0,4.167,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Parapercis xanthozona",0.031,"INSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Parupeneus barberinoides",0.688,"OFFSHORE",1,22.917,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Parupeneus barberinus",0.125,"OFFSHORE",0,4.167,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Parupeneus cyclostomus",0.125,"OFFSHORE",0,4.167,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Parupeneus heptacanthus",0.097,"INSHORE",0,18.75,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Parupeneus multifasciatus",0.5,"OFFSHORE",1,16.667,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Parupeneus pleurostigma",0.812,"OFFSHORE",1,27.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Parupeneus spilurus",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Pentapodus caninus",0.05,"OFFSHORE",0,4.167,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Pentapodus nagasakiensis",0.517,"OFFSHORE",1,47.917,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Plagiotremus rhinorhynchos",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Plagiotremus tapeinosoma",0.188,"OFFSHORE",1,6.25,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Plectropomus leopardus",0.188,"OFFSHORE",1,6.25,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Pomacanthus imperator",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Pomacentrus coelestis",0.312,"OFFSHORE",1,10.417,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Pomacentrus moluccensis",0.25,"OFFSHORE",1,8.333,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Pomacentrus nagasakiensis",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Pristotis obtusirostris",0.133,"OFFSHORE",0,10.417,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Pseudalutarius nasicornis",0.207,"INSHORE",0,18.75,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Pseudanthias hypselosoma",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Pseudobalistes flavimarginatus",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Pseudobalistes fuscus",0.312,"OFFSHORE",1,10.417,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Pseudocaranx dentex",0.094,"INSHORE",0,6.25,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Pseudojuloides cerasinus",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Ptereleotris microlepis",0.188,"OFFSHORE",1,6.25,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Pterocaesio marri",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Pterocaesio trilineata",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Rhinecanthus aculeatus",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Scarus chameleon",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Scarus ghobban",0.25,"OFFSHORE",1,8.333,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Scarus psittacus",0.25,"OFFSHORE",1,8.333,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Scarus schlegeli",0.188,"OFFSHORE",1,6.25,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Scolopsis lineata",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Scomberoides tol",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Scomberomorus commerson",0.146,"INSHORE",0,18.75,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Siganus doliatus",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Siganus punctatus",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Sphyrna mokarran",0.031,"INSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Stegastes nigricans",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Stethojulis bandanensis",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Stethojulis interrupta",0.312,"OFFSHORE",1,10.417,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Stethojulis strigiventer",0.188,"OFFSHORE",1,6.25,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Sufflamen chrysopterum",0.25,"OFFSHORE",1,8.333,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Sufflamen fraenatum",0.125,"OFFSHORE",0,4.167,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Synodus dermatogenys",0.031,"INSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Synodus variegatus",0.312,"INSHORE",1,20.833,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Taeniura meyeni",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Thalassoma lunare",0.677,"OFFSHORE",1,25,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Upeneus moluccensis",0.156,"INSHORE",0,10.417,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Upeneus sundaicus",0.274,"OFFSHORE",0,25,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Upeneus tragula",0.156,"INSHORE",0,10.417,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Upeneus vittatus",0.062,"INSHORE",0,4.167,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Valenciennea decora",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Valenciennea longipinnis",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Valenciennea puellaris",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Zebrasoma velifer",0.062,"OFFSHORE",0,2.083,"INSHORE_OFFSHORE","indval","maxN","seed_07","prev_0"
"Abalistes stellatus",0,"BAR",0,18.75,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Acanthurus blochii",0,"BAR",0,9.375,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Acanthurus nigricauda",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Acanthurus olivaceus",0,"BAR",0,6.25,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Acanthurus xanthopterus",0,"BAR",0,6.25,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Amblyeleotris steinitzi",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Amblygobius phalaena",0,"BAR",0,15.625,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Atule mate",0,"BAY",0,28.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Bodianus loxozonus",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Bodianus perditio",0,"BAR",0,6.25,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Canthigaster bennetti",0,"BAY",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Canthigaster valentini",0,"BAR",0,9.375,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Carangoides dinema",0,"BAY",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Carangoides fulvoguttatus",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Caranx ignobilis",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Caranx papuensis",0,"BAY",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Centropyge tibicen",0,"BAR",0,9.375,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Chaetodon auriga",0,"BAR",0,12.5,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Chaetodon ephippium",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Chaetodon kleinii",0,"BAR",0,12.5,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Chaetodon melannotus",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Chaetodon mertensii",0,"BAR",0,9.375,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Chaetodon plebeius",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Cheilinus chlorourus",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Cheilio inermis",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Cheilodipterus quinquelineatus",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Choerodon graphicus",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Chromis fumea",0,"BAR",0,6.25,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Chromis viridis",0,"BAR",0,9.375,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Chrysiptera biocellata",0,"BAR",0,6.25,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Coris batuensis",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Coris dorsomacula",0,"BAR",0,12.5,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Ctenochaetus striatus",0,"BAR",0,6.25,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Dascyllus aruanus",0,"BAR",0,15.625,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Dasyatis kuhlii",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Decapterus macarellus",0,"BAY",0,6.25,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Diagramma pictum",0,"BAY",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Echeneis naucrates",0,"BAY",0,25,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Elops hawaiensis",0,"BAY",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Epinephelus areolatus",0,"BAY",0,6.25,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Epinephelus howlandi",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Epinephelus maculatus",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Epinephelus merra",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Gnathanodon speciosus",0,"BAY",0,6.25,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Gymnocranius grandoculis",0,"BAR",0,12.5,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Halichoeres chrysus",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Halichoeres trimaculatus",22.938,"BAR",1,43.75,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Hemigymnus melapterus",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Heniochus acuminatus",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Labroides dimidiatus",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Lagocephalus sceleratus",0,"BAY",0,21.875,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Leiognathus fasciatus",0,"BAY",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Lethrinus atkinsoni",0,"BAR",0,6.25,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Lethrinus genivittatus",1.667,"BAY",0,43.75,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Lethrinus obsoletus",0,"BAY",0,34.375,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Lethrinus rubrioperculatus",27.333,"BAR",1,40.625,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Lethrinus variegatus",3.333,"BAR",0,37.5,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Lutjanus gibbus",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Lutjanus lutjanus",0,"BAY",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Lutjanus vitta",0,"BAY",0,12.5,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Macropharyngodon negrosensis",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Mulloidichthys flavolineatus",0,"BAR",0,21.875,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Naso annulatus",0,"BAR",0,6.25,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Naso brevirostris",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Nemipterus peronii",4.333,"BAY",0,43.75,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Oxycheilinus bimaculatus",3.75,"BAR",0,34.375,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Oxycheilinus nigromarginatus",0,"BAR",0,12.5,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Oxycheilinus unifasciatus",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Parapercis australis",3.75,"BAR",0,31.25,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Parapercis clathrata",0,"BAY",0,6.25,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Parapercis hexophtalma",0,"BAR",0,6.25,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Parapercis xanthozona",0,"BAY",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Parupeneus barberinoides",0,"BAR",0,34.375,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Parupeneus barberinus",0,"BAR",0,6.25,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Parupeneus cyclostomus",0,"BAR",0,6.25,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Parupeneus heptacanthus",0,"BAR",0,15.625,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Parupeneus multifasciatus",0,"BAR",0,25,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Parupeneus pleurostigma",11.75,"BAR",0,40.625,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Parupeneus spilurus",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Pentapodus caninus",0,"BAR",0,6.25,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Pentapodus nagasakiensis",0,"BAR",0,34.375,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Plagiotremus rhinorhynchos",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Plagiotremus tapeinosoma",0,"BAR",0,9.375,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Plectropomus leopardus",0,"BAR",0,9.375,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Pomacanthus imperator",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Pomacentrus coelestis",0,"BAR",0,15.625,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Pomacentrus moluccensis",0,"BAR",0,12.5,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Pomacentrus nagasakiensis",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Pristotis obtusirostris",0,"BAR",0,9.375,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Pseudalutarius nasicornis",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Pseudanthias hypselosoma",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Pseudobalistes flavimarginatus",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Pseudobalistes fuscus",0,"BAR",0,15.625,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Pseudocaranx dentex",0,"BAY",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Pseudojuloides cerasinus",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Ptereleotris microlepis",0,"BAR",0,9.375,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Pterocaesio marri",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Pterocaesio trilineata",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Rhinecanthus aculeatus",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Rhynchobatus Djiddensis",0,"BAY",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Scarus chameleon",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Scarus ghobban",0,"BAR",0,12.5,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Scarus psittacus",0,"BAR",0,12.5,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Scarus schlegeli",0,"BAR",0,9.375,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Scolopsis lineata",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Scomberoides tol",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Scomberomorus commerson",0,"BAR",0,9.375,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Siganus doliatus",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Siganus punctatus",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Stegastes nigricans",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Stethojulis bandanensis",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Stethojulis interrupta",0,"BAR",0,15.625,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Stethojulis strigiventer",0,"BAR",0,9.375,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Sufflamen chrysopterum",0,"BAR",0,12.5,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Sufflamen fraenatum",0,"BAR",0,6.25,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Synodus variegatus",0,"BAY",0,12.5,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Taeniura meyeni",0,"BAR",0,3.125,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
"Thalassoma lunare",0,"BAR",0,37.5,"BAR_BAY","bininter","pres/abs","seed_07","prev_0"
